CONF_ACC,CONF_AEC,CONF_A_SUN,CONF_A_TEN,CONF_BIG_EAST,CONF_BIG_SKY,CONF_BIG_SOUTH,CONF_BIG_TEN,CONF_BIG_TWELVE,CONF_BIG_WEST,CONF_CAA,CONF_CUSA,CONF_GWC,CONF_HORIZON,CONF_IND,CONF_IVY,CONF_MAAC,CONF_MAC,CONF_MEAC,CONF_MID_CONT,CONF_MVC,CONF_MWC,CONF_NEC,CONF_OVC,CONF_PAC_TEN,CONF_PAC_TWELVE,CONF_PATRIOT,CONF_SEC,CONF_SOUTHERN,CONF_SOUTHLAND,CONF_SUMMIT,CONF_SUN_BELT,CONF_SWAC,CONF_WAC,CONF_WCC,SEASON,TEAMID,SCORE_MEAN,FGM_MEAN,FGA_MEAN,FGM3_MEAN,FGA3_MEAN,FTM_MEAN,FTA_MEAN,OR_MEAN,DR_MEAN,AST_MEAN,TO_MEAN,STL_MEAN,BLK_MEAN,PF_MEAN,SCORE_MEDIAN,FGM_MEDIAN,FGA_MEDIAN,FGM3_MEDIAN,FGA3_MEDIAN,FTM_MEDIAN,FTA_MEDIAN,OR_MEDIAN,DR_MEDIAN,AST_MEDIAN,TO_MEDIAN,STL_MEDIAN,BLK_MEDIAN,PF_MEDIAN,SCORE_STDDEV,FGM_STDDEV,FGA_STDDEV,FGM3_STDDEV,FGA3_STDDEV,FTM_STDDEV,FTA_STDDEV,OR_STDDEV,DR_STDDEV,AST_STDDEV,TO_STDDEV,STL_STDDEV,BLK_STDDEV,PF_STDDEV,WLOCN,WLOCH,WLOCA,WINMARGINMEDIAN,WINMARGINMEAN,LOSEMARGINMEDIAN,LOSEMARGINMEAN,WON_CONFERENCE,TOTAL_WINS,REGION
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1133,71.533333,26.1,58.733333,5.566667,16.933333,13.766667,19.166667,12.6,25.1,16.533333,15.2,9.2,4.833333,18.733333,72,26.5,57.5,5,19,12,17,12.5,25.5,16,16,8,4,18.5,11.38278595,4.915492753,8.460591528,2.14449318,4.548082783,6.333726549,7.390969963,5.468404521,5.114886998,5.55060312,3.880988147,3.487910119,2.704827536,5.336493324,2,13,5,14,15.2,10,8.7,0,20,X
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1278,66.16129,23.612903,53.258065,5.741935,17.387097,13.193548,18.387097,11.935484,21.935484,14.064516,14.483871,8.354839,6.290323,17.677419,66,22,53,6,17,13,18,11,22,14,15,8,6,17,11.24306239,5.004514062,5.927156401,2.682880728,4.709404952,5.729568657,7.02698335,3.87242805,4.35075074,5.284792522,3.274863509,2.415897142,3.436990399,4.300287549,2,15,4,9,11.857143,8.5,10.3,0,21,W
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1116,81.088235,28.970588,60.676471,7.794118,19.441176,15.352941,22.647059,10.176471,24.588235,14.470588,11,6.235294,4.617647,20.205882,80,28.5,61,8,19,14,22,9,23.5,13.5,11,6,4.5,20,13.21699467,5.611056674,6.236357671,2.519973611,4.480200107,6.442671884,7.635175178,3.370734935,5.700173594,5.016550109,2.891995159,2.719835289,2.719343855,3.062771621,5,15,3,11,15.173913,15,14.545455,0,23,W
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,1196,76.966667,26.933333,55.8,8.2,21.6,14.9,19.8,10.233333,24.933333,16.266667,14.666667,6.533333,3.133333,18.866667,72.5,25,54.5,8,22,15,19.5,11,23,15,15,7,3.5,19.5,14.73556182,7.04142095,8.699583841,1.900997896,4.287914062,6.110195005,7.222569972,3.701661654,6.096541315,5.413478272,4.520705918,2.909358692,2.528913205,3.875060258,5,11,4,13.5,16.35,9.5,9.2,0,20,Y
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1328,79.1875,27.25,55.78125,6.90625,19.3125,17.78125,26.15625,12.125,27.0625,14.34375,13.71875,6.9375,4.46875,17.40625,78,27,53,7,19,17.5,26,11,27,14,14,6,5,17,9.626701772,3.967610742,7.567904928,2.427787676,5.408699659,5.723378024,7.296085457,4.404909307,4.079353993,3.988769484,4.073790127,4.157678439,2.327734306,4.413025946,4,16,7,11,14.666667,8,6.4,0,27,X
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1199,68.617647,23.529412,54.117647,6.235294,18.176471,15.323529,21.205882,11.617647,24.264706,12.264706,15.676471,8.176471,5.823529,18.823529,68.5,23.5,55,6,17.5,14.5,21,11,24,12,16,8,5.5,18,8.406399824,3.971377091,6.709399601,2.450217337,4.535854385,6.163040321,6.95779225,4.362475673,3.792407283,3.333110559,3.747488759,3.334580933,2.222073581,4.231702731,5,13,7,7,8.12,8,8.888889,0,25,W
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1139,68.290323,21.806452,49.967742,9,24.451613,15.677419,20.645161,9,20.935484,12.290323,9.225806,5,1.870968,19.322581,68,22,49,8,24,16,22,8,20,12,9,5,2,19,8.415040285,4.028393849,7.458703507,3.696845547,5.898241009,6.876952305,8.207916423,3.54964787,3.87242805,4.641792434,2.591134501,2.503331181,1.384243114,3.952949026,3,14,8,13,15.64,5.5,6.5,0,25,Y
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1203,73.40625,25.4375,54.875,5.78125,15.6875,16.75,25.625,11.8125,25.5625,14.15625,13.0625,7.0625,4.15625,18.09375,72.5,24.5,55,5.5,15,16.5,27,12,25,13,13,7,4,18,11.71670816,4.564501835,5.689549016,2.523877969,4.496862684,5.564866755,6.714212165,2.977739915,4.398955103,4.378167082,4.471685141,2.746698928,2.370645482,3.246431117,4,14,6,9,12.708333,13,12,0,24,W
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1438,67.8125,24.03125,53.46875,6.8125,19.28125,12.9375,18.46875,6.9375,22.53125,15.8125,8.125,6.90625,4.21875,14.3125,67.5,24,52.5,6,19,12,18,7,23,15.5,7.5,7,3.5,14,8.992604461,3.889476057,5.417917589,3.052629686,5.194503152,5.517932674,7.098315927,2.461805029,3.680676432,4.153797299,2.648797652,2.60717836,2.523877969,3.094610315,4,15,6,9,11.76,8,7.428571,0,25,X
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1268,71.454545,26.242424,62.242424,5.757576,17.393939,13.212121,17.212121,13.242424,23.454545,14.666667,12.484848,7.727273,4.272727,16.575758,73,27,63,5,18,13,18,13,23,15,12,8,4,16,11.33879103,3.766881203,6.896694426,2.681304533,4.930386597,5.867056161,6.972076305,3.937244468,5.350764618,3.966001387,3.25116533,2.853426887,2.308580733,3.640315096,4,14,2,11,13.7,9,13.461538,0,20,Z
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1181,81.454545,27.424242,59.757576,9.272727,23.969697,17.333333,24,12.242424,24.090909,13.484848,9.878788,6.393939,4.181818,16.636364,80,27,59,9,24,17,24,11,23,13,10,5,5,17,13.16028807,5.129755745,8.403980842,2.388418933,5.709010685,6.546309418,8.359126749,4.609977657,4.875728356,3.289388393,3.542223595,3.111866321,2.390796729,2.902780736,3,15,5,16,16.304348,5,6.5,0,23,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011,1435,76.212121,25,54.757576,7.787879,21.060606,18.424242,24.666667,10.878788,26.060606,13.393939,13.151515,5.272727,4.848485,16.30303,78,25,55,8,22,18,24,10,26,13,12,5,5,17,10.11421515,4.656984003,6.567106973,2.701360398,4.762742067,6.901224094,8.428621892,4.614904983,5.59541884,3.656666788,4.704527181,1.824704086,2.223752684,4.081090908,4,14,5,12,15.086957,6,6.4,0,23,Z
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1439,74,25.75,54.15625,9.59375,24.34375,12.90625,17.03125,8.90625,23.6875,15.34375,11.375,6.65625,2.3125,15.28125,76.5,26.5,54.5,10,25,13,17,8,23,14,11,6,2.5,14.5,12.31049906,5.412053492,6.091291407,3.536531634,4.06090224,5.485225793,6.693686876,3.701432831,4.617201317,5.090214337,3.076969613,3.064988254,1.281065572,3.977634096,5,14,5,15,19.083333,8,9.625,0,24,W
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1458,71,25.033333,57.933333,6.3,18.433333,14.633333,22.066667,12.933333,23.633333,13.4,11.633333,5.366667,3.366667,17.2,72,25,56.5,6.5,18,15,22,12.5,23,14,11,5,3,16.5,12.77659497,5.162753432,7.683090849,2.588435821,5.049297179,5.346499509,6.787073596,4.109982238,4.53707582,4.860821536,3.398613688,2.204749419,2.173243889,4.122269157,3,14,2,16,15.263158,9,9.181818,0,19,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1455,76.903226,27.387097,57.032258,7,18.903226,15.129032,20.096774,10.903226,26.967742,14.548387,12.096774,6,3.967742,17.032258,75,27,56,7,19,16,22,11,27,15,12,5,3,17,9.495103422,4.356431452,7.825104344,2.828427125,5.76399653,5.846605511,7.453656083,4.338623745,3.763720367,4.064797781,3.249152043,2.670830021,2.344978678,4.118930808,2,14,10,15,18,7,5.8,0,26,Y
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1181,79.75,27.5625,58.46875,7.1875,19.53125,17.4375,23.84375,13.40625,22.84375,14.25,14.1875,9.34375,6.8125,18.71875,82,27.5,57,7,19,17.5,24,14,22,15,14.5,8.5,6,18.5,9.883188706,4.362135486,7.084669364,2.347785552,4.399298921,6.303800679,7.375239183,3.950168477,4.642784079,3.967610742,3.247207262,3.865558174,3.073691754,4.213912197,5,14,8,19,18.851852,8,7.2,0,27,W
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,1196,71.606061,25.939394,58.424242,5.848485,18.666667,13.878788,19.757576,13.181818,23.787879,14.060606,12.181818,7.151515,2.727273,14.454545,72,26,58,5,17,12,20,12,24,14,11,7,2,13,8.264908469,3.656666788,6.144256993,3.327172373,5.224142705,6.603775284,7.830350822,3.900757491,4.985965102,3.390606435,3.512962994,2.895267863,1.442062759,4.000710187,3,13,5,14,13.285714,6,6.25,0,21,Z
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1242,75.030303,26.666667,54.939394,6,16.757576,15.69697,22.545455,11.121212,25.787879,15.606061,13.272727,7.393939,5.636364,17.636364,72,26,55,6,16,16,22,11,25,15,14,7,4,18,9.96395017,4.728019353,6.528492322,2.179449472,4.548559552,4.290140207,5.793805485,3.407322703,4.121267766,4.821432567,4.025486927,2.794407272,3.080362966,3.655630725,3,16,8,15,17.592593,7.5,7.166667,0,27,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1261,81.375,28.5,61.71875,6.84375,21.1875,17.53125,23.25,13.5,25.28125,13.125,13.21875,9.09375,4.3125,18.6875,80.5,28,63,6,21,18,22.5,13,24.5,12.5,13,9,4,18,8.095199689,3.445427114,5.641061336,2.528666249,4.754878652,7.291109792,7.918944185,4.369985584,3.895691338,2.970282983,3.799273088,2.14565398,2.292167533,3.954886724,2,15,9,9,11.461538,4,5.166667,0,26,W
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1326,73.8,25.9,54.666667,8.1,21.7,13.9,18.3,7.7,24.2,12.7,10.666667,4.4,4.733333,16.366667,72,26.5,53.5,8,22,11.5,17,7,24,11.5,11,4,5,17,10.07009916,4.088250604,6.216403944,3.176964432,5.966284606,6.04209376,7.367917413,3.905345567,4.894754437,4.871804902,3.088726275,2.127002116,1.818171334,3.337181745,1,13,5,11,12.894737,6,7.727273,0,19,Z
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1400,77.133333,27.6,62.633333,6.8,18.866667,15.133333,22.4,16.3,25.1,13.833333,11.866667,6.966667,3.9,19.433333,76.5,27.5,62,6,18,15.5,22,16,25.5,12.5,12,6,4,19,15.93247244,6.01492394,9.582611179,2.7215615,5.86475933,6.235235441,8.006893592,5.072916617,6.271720896,4.144654509,4.207819744,3.736892827,2.264417364,4.240066155,2,15,6,15,17.347826,9,11,0,23,W
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1235,81.84375,31.1875,62.1875,8.28125,21.78125,11.1875,15.84375,9.09375,26.96875,16.53125,11.5625,6.15625,4.21875,15.53125,82.5,31.5,64,8,22,12,15,9,27,16,10.5,6,4,14.5,10.60161087,4.223112241,6.034510999,2.808218118,5.440199077,4.395287021,5.181289994,2.987709993,5.596567966,4.710895881,3.582551744,2.424463652,2.105819555,4.219649748,3,14,4,13,13.380952,5,5.545455,0,21,X
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1257,77.53125,27.90625,61.28125,7.125,19.875,14.59375,21.3125,13.3125,26.375,13.59375,11.15625,6.75,5.46875,19.46875,77,28,60.5,7,20,15,20.5,14,27.5,13,11,7,4.5,19,12.69235069,5.170383255,6.634389271,2.893262518,4.837688084,3.925593204,5.811209943,4.679657466,5.332493225,4.046977143,3.312823267,2.271847266,3.131364559,3.792899814,3,16,5,15,18.125,7,7.625,0,24,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1104,72.352941,25.294118,55.205882,6.382353,19.676471,15.382353,22.882353,10.029412,26.264706,12.529412,14.147059,6.411765,5.470588,19,73.5,25.5,55.5,6,21,15,23,9,26,12.5,13.5,7,6,19,11.15152483,4.802331621,4.497672176,3.065098856,5.447938693,5.688983037,7.458022727,3.605427714,5.29899264,4.128506146,3.37667899,2.105082659,2.676896524,4,5,12,2,12,12.315789,9,10.2,0,19,W
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,1395,79.242424,28.484848,61.272727,6.575758,18.484848,15.69697,21.515152,10.757576,23.121212,16.939394,12.121212,9.060606,3.757576,17.575758,77,29,59,7,18,15,21,11,23,17,12,9,4,18,14.38104287,6.180216501,7.855224058,2.449876323,3.808881201,6.775345231,8.337120366,4.710561962,4.539807044,4.974556463,3.830450104,3.49051744,2.208369081,4.228107615,3,12,6,16,16.809524,8,7.416667,0,21,Y
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1433,74.970588,26.235294,62.676471,7.411765,21.264706,15.088235,22.382353,14.147059,23.735294,13.117647,12.264706,11.176471,4.264706,19.558824,73.5,26,62,7,21.5,12,19,13,24,13,12.5,11,4,19,10.39371984,3.900728906,5.85025555,2.808187672,4.956225479,7.871573921,10.00610329,4.862549229,4.620827848,4.283617163,3.527457867,3.864920568,2.122160456,4.370640228,5,15,6,15.5,15.5,6,7.375,0,26,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,1116,74.424242,27.060606,56.909091,5.090909,16.060606,15.212121,22.060606,8.666667,23.69697,13.424242,12.515152,8.393939,5.242424,19.121212,76,27,56,5,16,15,22,8,23,13,12,8,5,19,11.41005671,5.030776481,6.261807008,2.227156708,4.499579091,5.509977132,6.869040108,3.256403998,5.144686871,5.018903665,3.447111254,3.259020098,2.278024144,5.060617354,4,14,2,15,16.65,6,7.769231,0,20,Z
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1437,76.545455,25.969697,56.878788,6.606061,17.969697,18,24.272727,12.212121,25.212121,14.848485,13.363636,7.969697,3.212121,18.969697,76,26,57,7,18,18,24,11,25,14,14,8,3,18,13.9375637,5.468574129,7.270477838,2.680244765,4.186920467,5.320949163,6.769752211,3.935079161,4.036997399,4.737623455,3.998579248,2.844785229,1.89996,4.633336055,1,17,8,16,14.423077,7,8.571429,0,26,W
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1274,74.818182,27.575758,57.636364,7.30303,20.69697,12.363636,16.636364,6.242424,21.606061,14,9.30303,8.727273,2.939394,14.939394,76,28,57,7,20,12,16,6,21,15,9,8,2,15,9.352321049,3.579719821,5.355010364,2.95259259,4.79898979,6.972347955,8.887555119,2.549881174,4.885817434,4.213074887,2.615875188,3.105164247,2.030076846,3.472565622,3,10,10,7,8.956522,4,8.1,0,23,Y
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,1124,76.709677,27.16129,56.16129,7.032258,18.225806,15.354839,20.935484,12.193548,26.451613,13.645161,14,6.387097,6.935484,18.064516,75,27,57,7,18,15,21,13,26,14,14,6,6,18,9.80201867,4.872349023,7.638048507,2.428770265,4.112660696,4.680088247,5.966213121,4.142618737,4.877422167,4.461303173,3.678767864,3.127058522,3.076095902,3.650894685,4,14,6,15.5,14.75,7,5.571429,0,24,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,1372,79.535714,28.428571,58.428571,7.964286,21.25,14.714286,19.785714,11.035714,22.75,18.357143,12.571429,8.357143,3.285714,20.928571,82,28.5,58.5,8,21,12,18,11,22,18,12.5,8,3,21,11.99531434,5.65965953,6.291844086,2.768635765,4.842902436,6.393614549,7.694910006,4.384164573,4.993514294,4.893035765,2.911389703,3.117623614,1.822841463,3.809623078,4,10,9,21,21.652174,10,14,1,23,W
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,1355,77.09375,25.25,55.53125,9.21875,25.53125,17.375,22.5625,9.0625,25.6875,13.03125,12.84375,5.09375,2.25,17.0625,79.5,25.5,56.5,8,25,16.5,23.5,9,26,12,12,5,2,17,12.37155787,5.869549642,6.405563988,3.309169835,5.429812428,5.540175809,5.945654379,3.697754319,4.351028844,3.393393729,3.836239565,1.940391971,1.52400164,4.226929737,4,9,3,8,10.1875,10.5,12.3125,1,16,X
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1364,73.916667,26.166667,55.541667,6.541667,18.791667,15.041667,19.708333,7.666667,23.166667,15.208333,10.666667,7.458333,2.625,7.958333,71.5,26,55,6.5,19.5,14.5,19,7,23,16,11,7,2,5,11.89050285,5.296977534,6.028765545,2.797190555,3.988888567,5.981705192,6.48395458,3.434690816,4.290197781,4.898794546,2.853932024,3.25682115,1.81329617,8.584511693,3,9,8,14,14.6,10.5,11,1,20,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2003,1409,73.516129,26.387097,57.032258,6.645161,18.322581,14.096774,19.387097,11.16129,25.806452,14.774194,14.322581,7.580645,5,17.322581,75,27,56,7,17,13,19,11,24,16,14,8,5,17,9.229918635,4.16074849,5.350911885,3.230566359,6.670267836,6.122934182,7.692756008,3.367459725,5.140812873,3.835880342,3.72726079,2.680474958,2.633122291,3.60912815,2,14,6,12,14.136364,6,6.111111,1,22,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,1290,68.909091,23.939394,59.515152,7.515152,22.878788,13.515152,20.787879,13.242424,23.878788,13.30303,14.484848,8.757576,2.393939,20.424242,70,25,60,7,23,13,22,13,23,12,14,9,2,21,10.47724806,4.485667397,7.35323575,2.785242539,6.213682322,5.483618878,7.81727881,3.921338292,5.401143212,3.916989022,4.388345474,3.775168076,1.519444635,3.945173507,4,9,8,8,10.238095,20.5,18.916667,1,21,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1222,76.307692,26.653846,60.807692,9.115385,25.692308,13.884615,18.692308,12.846154,24.769231,13.692308,10.153846,7.846154,4.653846,5.307692,75.5,26.5,60,8,25,15,20.5,12.5,26,13.5,10,8,4,0,9.743794846,5.373582139,5.067695532,3.141043457,5.041977588,6.63522072,8.460587332,4.144319606,4.684507978,5.504683279,2.975799892,2.894025743,2.261721689,8.269313031,4,14,5,21,21,5,5,1,23,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2005,1449,86.225806,31.516129,65.096774,7.451613,19.096774,15.741935,21.483871,15.064516,22.451613,19.354839,14.612903,8.354839,2.612903,20.677419,84,31,64,8,18,15,19,15,22,17,15,8,2,20,13.53442444,5.427528443,6.609865581,3.118105354,5.974137846,6.683151652,8.508313464,3.623400613,5.111025435,6.00304581,3.783097673,3.808310124,1.605769286,5.022529841,6,14,6,10.5,17.461538,10,11.4,1,26,W
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1416,68.275862,23.413793,50.862069,8.310345,22.689655,13.137931,18.827586,11.965517,23.137931,15.310345,15.172414,6.655172,4.103448,19,66,22,49,8,23,14,19,13,23,14,15,6,4,18,10.03528261,3.950743474,6.947374324,2.647147333,4.81888732,4.801221095,6.04783887,4.865936703,3.758078365,5.224280142,4.158201534,2.594993256,2.176905143,3.955105182,4,10,7,5,7.428571,10.5,8,1,21,Z
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1168,72.655172,24.827586,52.655172,5.137931,14.965517,17.862069,24.241379,8.310345,25.586207,12.37931,14.482759,6.413793,3.344828,18.241379,70,24,53,5,16,17,23,8,26,12,15,6,3,19,13.94703209,5.751204656,7.626438356,2.748040029,3.639885712,6.104589257,7.679542239,4.009840146,4.153460244,4.321158872,4.111140718,2.897255425,1.564696776,4.556433254,3,8,7,8,8.944444,8,12,1,18,W
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1433,72,25.636364,55.424242,6.545455,17.757576,14.181818,20.121212,10.666667,23.30303,13.787879,12.69697,7.636364,4.575758,19.30303,71,26,56,6,18,14,21,11,24,14,13,7,4,18,7.921489759,3.489432045,7.310225304,2.840454541,5.297583789,4.383595442,5.699548052,3.237154151,4.156958383,3.603449459,4.297418178,3.008510595,2.000473444,4.383811469,4,13,7,13.5,13.791667,5,5.111111,1,24,W
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1285,76.59375,27.9375,56.625,8.25,21.65625,12.46875,17.9375,8.75,24.8125,14.59375,12,6.375,2.8125,19.21875,77.5,27.5,57.5,8,22,12,16.5,8.5,25,13.5,12,6,3,18.5,11.79627984,5.07325369,5.332493225,2.782433288,4.322554337,5.656765153,7.939031805,3.627849225,4.532588113,4.014966999,3.311758143,2.392865646,1.51204828,3.328608869,5,10,9,11,13.166667,8,10.125,1,24,X
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1371,74.848485,26.424242,58.69697,6.121212,17.363636,15.878788,23.848485,12.878788,27.151515,13.545455,13.848485,7.272727,4.666667,18.666667,75,27,58,6,17,16,24,13,26,13,13,8,4,19,7.128820099,3.240662587,5.902779261,1.964649587,3.911666652,5.9987372,7.774643143,2.997473603,5.890252626,4.01630203,4.388345474,2.26760777,1.88193172,3.488074971,5,13,7,9,11.6,7.5,7.125,1,25,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,1380,71.225806,25.16129,57.709677,5.870968,17.032258,15.032258,22.322581,10.16129,25.258065,10.322581,11.322581,7.354839,3.322581,19.741935,69,25,59,6,16,15,24,10,25,10,11,7,3,20,9.91870178,4.148066055,5.514789479,2.093512837,3.459131538,5.108710698,6.66026576,2.608917783,5.513424435,2.773530782,3.458198953,2.589058902,1.55749992,4.366293165,4,9,6,8,10.263158,10.5,11.416667,1,19,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1211,84.5,30.852941,61.323529,9.088235,24.294118,13.705882,18.970588,11.058824,28.852941,15.735294,11.294118,6.441176,3.705882,17.058824,81.5,30.5,61,9,23.5,12.5,20.5,10.5,28.5,15.5,11.5,6,3,16.5,11.68072746,4.580143884,7.514513557,2.689684554,5.271589988,4.920762543,5.691489085,4.104256327,4.135085247,4.692410575,4.609143847,2.819748216,2.195441641,4.355012285,5,15,10,16.5,20.6,4.5,6.75,1,30,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1245,75.911765,26.970588,63.323529,6.970588,22.176471,15,20.911765,14.647059,25.294118,12.264706,13,6.294118,3.676471,19.264706,71.5,26,62.5,6.5,23,13.5,20,14,25,11,12.5,6,3,20,13.98780344,5.37381587,8.089351705,2.999851496,4.908067542,6.085252912,7.304492796,6.10455543,5.012284409,3.902670624,5.285772791,2.36808847,1.918341992,4.308615903,5,9,7,7,10.285714,5,8.538462,1,21,Z
